ft,bt,km,transmission,oem,modelYear,price,Insurance Validity,Seats,Ownership,Engine Displacement,Mileage,Max Power,City,Car age
Petrol,Hatchback,53615,Manual,MARUTI,2019,492000,Third Party,5 Seats,First Owner,998,25.24,65.71,Jaipur,6
Petrol,Hatchback,33959,Manual,HYUNDAI,2015,401000,Third Party,5 Seats,Second Owner,1197,18.9,82,Jaipur,10
Petrol,Hatchback,65300,Manual,HONDA,2016,475000,Comprehensive,5 Seats,Second Owner,1199,18.7,88.7,Jaipur,9
Diesel,SUV,49000,Manual,JEEP,2020,1700000,Comprehensive,5 Seats,First Owner,1956,17.1,170.63,Jaipur,5
Diesel,Sedan,81000,Manual,MARUTI,2014,525000,Comprehensive,5 Seats,Second Owner,1248,19.3,73.9,Jaipur,11
Petrol,Hatchback,70000,Manual,HYUNDAI,2014,175000,Third Party,5 Seats,Third Owner,998,20.3,68.05,Jaipur,11
Cng,Hatchback,150000,Manual,HYUNDAI,2010,130000,Third Party,5 Seats,Third Owner,1086,11.88,62.1,Jaipur,15
Diesel,SUV,62000,Manual,KIA,2021,1150000,Comprehensive,5 Seats,First Owner,1493,18.89352172,98.63,Jaipur,4
Diesel,SUV,40000,Manual,MARUTI,2020,934000,Third Party,5 Seats,First Owner,1248,24.3,88.5,Jaipur,5
Diesel,Sedan,110000,Manual,VOLKSWAGEN,2013,360000,Third Party,5 Seats,First Owner,1598,20.54,103.6,Jaipur,12
Petrol,SUV,30000,Manual,TATA,2019,710000,Third Party,5 Seats,First Owner,1198,17,108.5,Jaipur,6
Petrol,Hatchback,90000,Manual,MARUTI,2007,150000,Third Party,5 Seats,Second Owner,796,24.7,47.3,Jaipur,18
Diesel,Sedan,120000,Manual,CHEVROLET,2017,650000,Third Party,5 Seats,First Owner,1998,17.9,163.7,Jaipur,8
Diesel,Sedan,90000,Manual,HONDA,2014,350000,Third Party,5 Seats,Fourth Owner,1498,25.8,98.6,Jaipur,11
Petrol,Sedan,41521,Automatic,SKODA,2019,2190000,Comprehensive,5 Seats,First Owner,1798,15.1,178,Jaipur,6
Diesel,MUV,80000,Manual,TOYOTA,2016,1100000,Third Party,8 Seats,First Owner,2494,12.99,100.6,Jaipur,9
Petrol,Hatchback,76000,Manual,TOYOTA,2019,625000,Comprehensive,5 Seats,First Owner,1197,22.35,88.5,Jaipur,6
Petrol,Hatchback,100977,Manual,HYUNDAI,2018,496000,Comprehensive,5 Seats,Second Owner,1197,18.9,81.86,Jaipur,7
Diesel,MUV,23793,Manual,MARUTI,2015,899000,Comprehensive,7 Seats,First Owner,1248,24.52,88.5,Jaipur,10
Diesel,Sedan,81000,Manual,HONDA,2015,675000,Comprehensive,5 Seats,First Owner,1498,25.1,98.6,Jaipur,10
Diesel,SUV,43867,Manual,MAHINDRA,2021,910000,Third Party,7 Seats,First Owner,1493,17.29,100,Jaipur,4
Diesel,SUV,35000,Manual,TATA,2019,830000,Comprehensive,5 Seats,First Owner,1497,23.22,113.42,Jaipur,6
Diesel,SUV,125000,Automatic,HYUNDAI,2016,950000,Comprehensive,5 Seats,Second Owner,1582,17.01,126.2,Jaipur,9
Petrol,Hatchback,83000,Manual,HYUNDAI,2019,470000,Comprehensive,5 Seats,Second Owner,1197,18.9,82,Jaipur,6
Petrol,SUV,300,Automatic,BMW,2023,9000000,Comprehensive,5 Seats,First Owner,1995,11.59638458,355.37,Jaipur,2
Diesel,SUV,84000,Manual,HYUNDAI,2017,850000,Third Party,5 Seats,First Owner,1396,21.38,88.7,Jaipur,8
Petrol,Hatchback,10000,Manual,TATA,2023,665000,Third Party,5 Seats,First Owner,1199,19.01,84.82,Jaipur,2
Diesel,Sedan,110000,Manual,VOLKSWAGEN,2013,360000,Third Party,5 Seats,First Owner,1598,20.54,103.6,Jaipur,12
Diesel,SUV,64000,Automatic,HYUNDAI,2022,1850000,Comprehensive,5 Seats,First Owner,1493,18.89352172,113.45,Jaipur,3
Petrol,Hatchback,90000,Manual,MARUTI,2009,120000,Third Party,5 Seats,Fourth Owner,796,19.7,46.3,Jaipur,16
Petrol,Hatchback,56000,Automatic,HONDA,2019,600000,Third Party,5 Seats,Second Owner,1199,18.2,88.7,Jaipur,6
Diesel,SUV,120000,Manual,FORD,2013,360000,Third Party,5 Seats,Second Owner,1498,22.7,89.84,Jaipur,12
Diesel,Hatchback,75000,Manual,HYUNDAI,2015,625000,Comprehensive,5 Seats,First Owner,1396,22.54,88.73,Jaipur,10
Petrol,SUV,26633,Manual,HONDA,2019,740000,Comprehensive,5 Seats,First Owner,1199,17.5,88.7,Jaipur,6
Petrol,Hatchback,100000,Manual,MARUTI,2009,142000,Third Party,5 Seats,Second Owner,796,19.7,46.3,Jaipur,16
Petrol,Sedan,40000,Automatic,HONDA,2020,1200000,Third Party,5 Seats,Second Owner,1498,18.3,119.35,Jaipur,5
Petrol,Hatchback,4527,Manual,HYUNDAI,2022,575000,Third Party,5 Seats,First Owner,1086,20.3,68.05,Jaipur,3
Petrol,Hatchback,25446,Automatic,DATSUN,2017,321000,Comprehensive,5 Seats,First Owner,999,23,67,Jaipur,8
Petrol,SUV,50923,Manual,HONDA,2019,680000,Comprehensive,5 Seats,First Owner,1199,17.5,88.7,Jaipur,6
Diesel,SUV,56123,Manual,MARUTI,2017,825000,Comprehensive,5 Seats,First Owner,1248,24.3,88.5,Jaipur,8
Petrol,Hatchback,64984,Manual,MARUTI,2015,396000,Comprehensive,5 Seats,First Owner,998,20.51,67.04,Jaipur,10
Petrol,Hatchback,77561,Automatic,MARUTI,2019,742000,Zero Dep,5 Seats,Second Owner,1197,21.4,83.1,Jaipur,6
Diesel,SUV,90000,Manual,MARUTI,2018,851000,Third Party,5 Seats,First Owner,1248,25.1,88.5,Jaipur,7
Diesel,SUV,85123,Manual,MARUTI,2018,840000,Comprehensive,5 Seats,First Owner,1248,24.3,88.5,Jaipur,7
Diesel,Sedan,90456,Manual,HONDA,2019,851000,Comprehensive,5 Seats,First Owner,1498,25.6,97.9,Jaipur,6
Diesel,SUV,94215,Manual,JEEP,2017,1300000,Comprehensive,5 Seats,First Owner,1956,17.1,170,Jaipur,8
Diesel,SUV,76200,Manual,MAHINDRA,2016,970000,Comprehensive,7 Seats,Second Owner,2179,16,140,Jaipur,9
Petrol,SUV,59000,Manual,HONDA,2019,775000,Comprehensive,5 Seats,First Owner,1199,17.5,88.7,Jaipur,6
Diesel,MUV,80000,Manual,TOYOTA,2016,1100000,Third Party,8 Seats,First Owner,2494,12.99,100.6,Jaipur,9
Diesel,Sedan,112000,Manual,MARUTI,2017,700000,Comprehensive,5 Seats,First Owner,1248,28.09,88.5,Jaipur,8
Petrol,SUV,20000,Manual,MARUTI,2023,1100000,Third Party,5 Seats,First Owner,1462,17.38,101.65,Jaipur,2
Petrol,SUV,20000,Automatic,TATA,2020,915000,Third Party,5 Seats,First Owner,1198,17,108.5,Jaipur,5
Petrol,SUV,46100,Automatic,VOLKSWAGEN,2021,1850000,Comprehensive,5 Seats,First Owner,1498,17.88,147.51,Jaipur,4
Petrol,Hatchback,51374,Manual,MARUTI,2020,600000,Comprehensive,5 Seats,First Owner,1197,21.01,81.8,Jaipur,5
Diesel,SUV,40000,Manual,MARUTI,2019,900000,Third Party,5 Seats,First Owner,1248,24.3,88.5,Jaipur,6
Petrol,Hatchback,110000,Manual,MARUTI,2019,400000,Third Party,5 Seats,Second Owner,998,23.1,67.04,Jaipur,6
Diesel,MUV,120000,Manual,MARUTI,2015,540000,Third Party,7 Seats,Fourth Owner,1248,24.52,88.5,Jaipur,10
Petrol,SUV,48089,Manual,HONDA,2018,640000,Zero Dep,5 Seats,Third Owner,1199,17.5,88.7,Jaipur,7
Petrol,Sedan,51046,Manual,HONDA,2018,798000,Third Party,5 Seats,Second Owner,1497,17.4,117.6,Jaipur,7
Petrol,Hatchback,62134,Manual,HYUNDAI,2015,385000,Third Party,5 Seats,First Owner,1197,18.9,82,Jaipur,10
Petrol,Hatchback,54256,Manual,HONDA,2016,485000,Comprehensive,5 Seats,First Owner,1199,18.7,88.7,Jaipur,9
Petrol,Sedan,118046,Manual,MARUTI,2017,528000,Third Party,5 Seats,Second Owner,1373,20.73,91.1,Jaipur,8
Petrol,SUV,44461,Manual,SKODA,2021,1000000,Comprehensive,5 Seats,First Owner,999,19.2,113.98,Jaipur,4
Petrol,Hatchback,80000,Manual,HYUNDAI,2020,545000,Third Party,5 Seats,First Owner,1197,18.9,81.86,Jaipur,5
Diesel,MUV,125000,Manual,TOYOTA,2015,835000,Third Party,8 Seats,Second Owner,2494,12.8,102,Jaipur,10
Diesel,SUV,120000,Manual,MAHINDRA,2013,635000,Third Party,8 Seats,Second Owner,2179,12.05,120,Jaipur,12
Petrol,Sedan,70123,Manual,MARUTI,2017,621000,Comprehensive,5 Seats,First Owner,1373,20.73,91.1,Jaipur,8
Diesel,SUV,80000,Manual,HYUNDAI,2016,850000,Third Party,5 Seats,First Owner,1396,21.38,88.7,Jaipur,9
Petrol,Sedan,80000,Manual,HONDA,2019,980000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Jaipur,6
Diesel,SUV,120000,Manual,MITSUBISHI,2007,450000,Third Party,6 Seats,Third Owner,2477,10.5,107.2,Jaipur,18
Diesel,SUV,114756,Automatic,MERCEDES-BENZ,2015,3190000,Comprehensive,5 Seats,First Owner,2143,15.26,203.2,Jaipur,10
Diesel,MUV,23793,Manual,MARUTI,2016,899000,Comprehensive,7 Seats,First Owner,1248,24.52,88.5,Jaipur,9
Diesel,SUV,100181,Manual,TOYOTA,2011,1200000,Comprehensive,7 Seats,Second Owner,2982,11.5,168.64,Jaipur,14
Petrol,Hatchback,60000,Manual,MARUTI,2016,360000,Comprehensive,5 Seats,First Owner,998,21.63,67.05,Jaipur,9
Petrol,SUV,16858,Manual,KIA,2019,1395000,Comprehensive,5 Seats,First Owner,1353,16.5,138.08,Jaipur,6
Diesel,SUV,80000,Manual,MAHINDRA,2017,600000,Third Party,7 Seats,Second Owner,1493,18.49,100,Jaipur,8
Petrol,Hatchback,7414,Manual,RENAULT,2022,453000,Third Party,5 Seats,First Owner,799,22.25,53.26,Jaipur,3
Petrol,Hatchback,18206,Manual,FORD,2020,534000,Third Party,5 Seats,First Owner,1194,18.5,94.93,Jaipur,5
Petrol,Sedan,77000,Manual,HONDA,2016,610000,Comprehensive,5 Seats,Second Owner,1497,17.8,117.3,Jaipur,9
Diesel,SUV,56569,Manual,FORD,2019,709000,Third Party,5 Seats,First Owner,1498,23,98.96,Jaipur,6
Petrol,Sedan,44461,Manual,SKODA,2021,1000000,Comprehensive,5 Seats,First Owner,999,19.47,113.98,Jaipur,4
Petrol,Hatchback,40000,Manual,MARUTI,2019,320000,Third Party,5 Seats,Second Owner,796,22.05,47.33,Jaipur,6
Petrol,Sedan,20000,Manual,MARUTI,2022,890000,Third Party,5 Seats,First Owner,1197,22.41,88.5,Jaipur,3
Petrol,Sedan,30000,Manual,HONDA,2020,725000,Third Party,5 Seats,First Owner,1199,18.6,88.76,Jaipur,5
Diesel,SUV,120000,Manual,JEEP,2017,1150000,Third Party,5 Seats,First Owner,1956,17.1,170,Jaipur,8
Diesel,SUV,90000,Automatic,HYUNDAI,2017,1010000,Third Party,5 Seats,Second Owner,1582,17.01,126.2,Jaipur,8
Diesel,SUV,43919,Manual,HONDA,2016,790000,Comprehensive,7 Seats,First Owner,1498,21.9,98.6,Jaipur,9
Diesel,SUV,80000,Manual,HYUNDAI,2015,888000,Third Party,5 Seats,First Owner,1582,19.67,126.2,Jaipur,10
Diesel,Sedan,72602,Automatic,HYUNDAI,2016,695000,Comprehensive,5 Seats,Second Owner,1582,19.08,126.2,Jaipur,9
Petrol,Hatchback,86000,Manual,HYUNDAI,2016,425000,Third Party,5 Seats,First Owner,1197,18.9,82,Jaipur,9
Petrol,Hatchback,32355,Manual,RENAULT,2020,425000,Comprehensive,5 Seats,First Owner,999,21.46,67.06,Jaipur,5
Petrol,Hatchback,40000,Manual,HYUNDAI,2021,710000,Third Party,5 Seats,Second Owner,1197,21,81.8,Jaipur,4
Petrol,Sedan,30000,Manual,HONDA,2020,1060000,Third Party,5 Seats,First Owner,1498,18.6,119.35,Jaipur,5
Diesel,SUV,94724,Automatic,BMW,2016,2390000,Comprehensive,5 Seats,First Owner,1995,17.05,184,Jaipur,9
Diesel,Sedan,72916,Automatic,VOLVO,2017,2500000,Comprehensive,5 Seats,First Owner,2400,19.6,190,Jaipur,8
Petrol,Hatchback,100000,Manual,MARUTI,2016,400000,Third Party,5 Seats,First Owner,998,20.51,67.04,Jaipur,9
Petrol,Sedan,41521,Automatic,SKODA,2019,2190000,Comprehensive,5 Seats,First Owner,1798,15.1,177,Jaipur,6
Petrol,SUV,76065,Manual,TATA,2019,723000,Comprehensive,5 Seats,Second Owner,1198,17,108.5,Jaipur,6
Diesel,SUV,120000,Manual,MITSUBISHI,2007,450000,Third Party,6 Seats,Third Owner,2477,10.5,107.2,Jaipur,18
Petrol,Hatchback,9909,Manual,MARUTI,2022,790000,Zero Dep,5 Seats,Second Owner,1197,22.35,88.5,Jaipur,3
Petrol,Sedan,37811,Manual,HONDA,2018,795000,Third Party,5 Seats,Second Owner,1497,17.4,117.6,Jaipur,7
Diesel,Sedan,60000,Manual,TATA,2014,252000,Third Party,5 Seats,Third Owner,1248,21.02,88.76,Jaipur,11
Diesel,Sedan,120000,Manual,VOLKSWAGEN,2015,610000,Third Party,5 Seats,Second Owner,1498,20.34,103.2,Jaipur,10
Diesel,Sedan,42840,Automatic,AUDI,2015,2190000,Comprehensive,5 Seats,First Owner,1968,20.38,143,Jaipur,10
Petrol,SUV,60000,Manual,MAHINDRA,2019,1020000,Third Party,5 Seats,First Owner,1197,17,110,Jaipur,6
Diesel,Hatchback,120000,Manual,TATA,2013,200000,Third Party,5 Seats,First Owner,1248,18,86.51163085,Jaipur,12
Petrol,Hatchback,70000,Manual,MARUTI,2018,650000,Comprehensive,5 Seats,Second Owner,1197,21.21,81.8,Jaipur,7
Petrol,SUV,8401,Automatic,MG,2022,1425000,Third Party,5 Seats,First Owner,1498,14.82,108.49,Jaipur,3
Petrol,MUV,16275,Automatic,KIA,2022,1790000,Comprehensive,6 Seats,First Owner,1353,16.5,138.05,Jaipur,3
Petrol,SUV,30000,Manual,FORD,2019,630000,Third Party,5 Seats,First Owner,1497,17,121.36,Jaipur,6
Petrol,SUV,22289,Manual,KIA,2021,1450000,Comprehensive,5 Seats,First Owner,1497,16.8,113.43,Jaipur,4
Petrol,Hatchback,70123,Manual,RENAULT,2018,285000,Third Party,5 Seats,First Owner,999,23.01,67,Jaipur,7
Petrol,MUV,50123,Manual,RENAULT,2019,535000,Comprehensive,7 Seats,First Owner,999,20,71.01,Jaipur,6
Petrol,Hatchback,70123,Automatic,MARUTI,2018,435000,Comprehensive,5 Seats,First Owner,998,21.63,67.05,Jaipur,7
Petrol,Hatchback,100000,Manual,HYUNDAI,2016,230000,Third Party,5 Seats,Third Owner,814,21.1,55.2,Jaipur,9
Diesel,SUV,110000,Manual,MAHINDRA,2014,550000,Third Party,7 Seats,Third Owner,2179,15.1,140,Jaipur,11
Diesel,Sedan,99643,Manual,VOLKSWAGEN,2017,574000,Third Party,5 Seats,First Owner,1498,21.66,108.62,Jaipur,8
Petrol,SUV,103116,Manual,HONDA,2017,589000,Zero Dep,5 Seats,First Owner,1199,17.5,88.7,Jaipur,8
Diesel,Sedan,120000,Manual,CHEVROLET,2017,350000,Third Party,5 Seats,First Owner,1248,22.1,74,Jaipur,8
Petrol,Hatchback,43202,Automatic,MARUTI,2017,377000,Comprehensive,5 Seats,First Owner,998,23.95,67.1,Jaipur,8
Petrol,Sedan,57671,Manual,VOLKSWAGEN,2017,544000,Comprehensive,5 Seats,First Owner,1198,17,73.75,Jaipur,8
Petrol,Hatchback,70000,Manual,HYUNDAI,2014,225000,Comprehensive,5 Seats,Third Owner,998,20.3,68.05,Jaipur,11
Petrol,SUV,40000,Automatic,MG,2021,1700000,Third Party,6 Seats,First Owner,1451,16.56,141,Jaipur,4
Petrol,Sedan,60000,Manual,MARUTI,2017,600000,Third Party,5 Seats,Second Owner,1373,20.73,91.1,Jaipur,8
Petrol,SUV,60000,Manual,MARUTI,2021,870000,Third Party,5 Seats,First Owner,1462,17.03,103.26,Jaipur,4
Diesel,Sedan,74700,Automatic,MERCEDES-BENZ,2019,2490000,Comprehensive,5 Seats,First Owner,2143,17.9,136,Jaipur,6
Diesel,Sedan,110000,Manual,MARUTI,2015,500000,Third Party,5 Seats,Third Owner,1248,26.59,74,Jaipur,10
Petrol,Hatchback,100000,Manual,HYUNDAI,2010,180000,Third Party,5 Seats,Fourth Owner,1086,19.81,68.05,Jaipur,15
Petrol,Sedan,60000,Manual,MARUTI,2020,800000,Third Party,5 Seats,First Owner,1462,20.65,103.25,Jaipur,5
Diesel,SUV,62000,Manual,JEEP,2018,1500000,Comprehensive,5 Seats,First Owner,1956,17.1,170.63,Jaipur,7
Diesel,SUV,120000,Automatic,BMW,2012,850000,Third Party,5 Seats,Second Owner,1995,16.09,184,Jaipur,13
Diesel,Sedan,90000,Manual,RENAULT,2014,270000,Third Party,5 Seats,Second Owner,1461,21.64,84.8,Jaipur,11
Diesel,Sedan,120000,Manual,HYUNDAI,2013,410000,Third Party,5 Seats,Third Owner,1582,22.32,126.3,Jaipur,12
Petrol,Sedan,40000,Manual,MARUTI,2019,725000,Third Party,5 Seats,First Owner,1462,21.56,103.25,Jaipur,6
Petrol,SUV,60000,Manual,MARUTI,2020,900000,Third Party,5 Seats,Second Owner,1462,17.03,103.26,Jaipur,5
Petrol,Hatchback,50000,Manual,MARUTI,2018,625000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Jaipur,7
Petrol,Hatchback,42811,Manual,MARUTI,2019,665000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Jaipur,6
Petrol,Hatchback,82558,Manual,MARUTI,2018,453000,Zero Dep,5 Seats,First Owner,998,21.63,67,Jaipur,7
Petrol,Sedan,40000,Manual,MARUTI,2019,750000,Third Party,5 Seats,First Owner,1462,21.56,103.25,Jaipur,6
Diesel,SUV,104521,Manual,FORD,2018,692000,Comprehensive,5 Seats,First Owner,1498,23,98.96,Jaipur,7
Petrol,Hatchback,95745,Manual,MARUTI,2018,525000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Jaipur,7
Diesel,Hatchback,78000,Manual,HYUNDAI,2018,480000,Third Party,5 Seats,First Owner,1120,24,70,Jaipur,7
Diesel,Sedan,90000,Automatic,BMW,2013,1100000,Third Party,5 Seats,Third Owner,1995,18.88,184,Jaipur,12
Diesel,Sedan,150000,Manual,SKODA,2009,250000,Third Party,5 Seats,Third Owner,1896,17,103.55,Jaipur,16
Petrol,Hatchback,70000,Manual,MARUTI,2020,680000,Third Party,5 Seats,Second Owner,1197,21.01,81.8,Jaipur,5
Petrol,Hatchback,70000,Manual,MARUTI,2020,680000,Third Party,5 Seats,Second Owner,1197,21.01,81.8,Jaipur,5
Diesel,Sedan,90000,Manual,HONDA,2014,550000,Third Party,5 Seats,Second Owner,1498,26,98.6,Jaipur,11
Petrol,Sedan,100000,Manual,HONDA,2006,270000,Third Party,5 Seats,Second Owner,2354,11.9,144,Jaipur,19
Petrol,SUV,80000,Automatic,HONDA,2013,1025000,Third Party,5 Seats,Second Owner,2354,11.1,158.8,Jaipur,12
Diesel,SUV,150000,Automatic,AUDI,2017,3600000,Third Party,7 Seats,First Owner,2967,14.75,245,Jaipur,8
Diesel,Sedan,90000,Manual,HYUNDAI,2016,650000,Third Party,5 Seats,Third Owner,1582,23.9,126.2,Jaipur,9
Diesel,SUV,60091,Automatic,AUDI,2013,1750000,Third Party,5 Seats,First Owner,1968,14.16,174.3,Jaipur,12
Diesel,SUV,170000,Manual,TOYOTA,2012,1325000,Comprehensive,7 Seats,First Owner,2982,12.55,168.5,Jaipur,13
Petrol,Hatchback,42000,Manual,MARUTI,2016,265000,Third Party,5 Seats,Second Owner,796,24.7,47.3,Jaipur,9
Petrol,SUV,37724,Manual,RENAULT,2022,675000,Third Party,5 Seats,First Owner,999,19.17,71.01,Jaipur,3
Diesel,Hatchback,120000,Manual,FORD,2011,100000,Third Party,5 Seats,First Owner,1399,20,68,Jaipur,14
Diesel,MUV,100227,Manual,MARUTI,2014,634000,Third Party,7 Seats,First Owner,1248,20.77,88.8,Jaipur,11
Petrol,Sedan,94112,Manual,HYUNDAI,2017,458000,Comprehensive,5 Seats,First Owner,1197,20.14,81.86,Jaipur,8
Petrol,SUV,23848,Manual,TOYOTA,2021,940000,Third Party,5 Seats,First Owner,1462,17.03,103.26,Jaipur,4
Petrol,Hatchback,43349,Manual,MARUTI,2015,327000,Third Party,5 Seats,Third Owner,998,20.51,67.04,Jaipur,10
Diesel,MUV,64394,Manual,MARUTI,2012,459000,Third Party,7 Seats,Third Owner,1248,20.77,88.8,Jaipur,13
Petrol,SUV,17353,Manual,KIA,2021,1390000,Comprehensive,5 Seats,First Owner,1497,16.8,113.43,Jaipur,4
Petrol,Hatchback,30000,Manual,MARUTI,2009,160000,Third Party,5 Seats,Second Owner,1061,18.9,67,Jaipur,16
Petrol,Hatchback,80000,Manual,HYUNDAI,2006,105000,Third Party,5 Seats,Third Owner,1086,17,84.18739224,Jaipur,19
Diesel,Hatchback,70000,Manual,MARUTI,2016,295000,Third Party,5 Seats,First Owner,1248,26.8,74,Jaipur,9
Petrol,Hatchback,10000,Manual,RENAULT,2021,445000,Third Party,5 Seats,First Owner,799,22.3,53.26,Jaipur,4
Diesel,SUV,49017,Manual,KIA,2020,1525000,Comprehensive,5 Seats,First Owner,1493,20.8,113.43,Jaipur,5
Diesel,SUV,120000,Manual,HYUNDAI,2015,700000,Third Party,5 Seats,First Owner,1396,21.38,88.7,Jaipur,10
Petrol,SUV,80000,Manual,KIA,2019,1300000,Third Party,5 Seats,First Owner,1353,16.8,113.43,Jaipur,6
Petrol,Hatchback,50000,Manual,MARUTI,2018,390000,Third Party,5 Seats,First Owner,998,20.51,67.04,Jaipur,7
Petrol,Hatchback,40000,Automatic,MARUTI,2016,350000,Third Party,5 Seats,First Owner,998,20.51,67,Jaipur,9
Petrol,Hatchback,60000,Manual,RENAULT,2021,450000,Third Party,5 Seats,First Owner,799,22.3,53.26,Jaipur,4
Diesel,Hatchback,70000,Manual,MARUTI,2014,450000,Third Party,5 Seats,Second Owner,1248,25.2,74,Jaipur,11
Diesel,SUV,87000,Manual,HYUNDAI,2019,950000,Comprehensive,5 Seats,First Owner,1493,23.7,98.6,Jaipur,6
Diesel,Sedan,96330,Automatic,BMW,2017,2990000,Comprehensive,5 Seats,First Owner,1995,18.12,190,Jaipur,8
Diesel,Hatchback,81040,Manual,MARUTI,2015,446000,Third Party,5 Seats,Second Owner,1248,25.2,74,Jaipur,10
Petrol,Hatchback,112625,Automatic,VOLKSWAGEN,2018,672000,Third Party,5 Seats,First Owner,1197,17.21,103.5,Jaipur,7
Petrol,Hatchback,58374,Manual,HYUNDAI,2018,500000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Jaipur,7
Petrol,Hatchback,31733,Manual,HYUNDAI,2014,409000,Third Party,5 Seats,Second Owner,1197,18.9,82,Jaipur,11
Diesel,Hatchback,49616,Manual,MARUTI,2019,759000,Zero Dep,5 Seats,First Owner,1248,27.39,74,Jaipur,6
Petrol,Sedan,70000,Manual,HONDA,2018,825000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Jaipur,7
Diesel,Sedan,68000,Manual,MARUTI,2016,670000,Comprehensive,5 Seats,First Owner,1248,26.21,88.5,Jaipur,9
Diesel,Sedan,120000,Manual,TATA,2011,200000,Third Party,5 Seats,First Owner,1396,23.57,70,Jaipur,14
Petrol,SUV,50000,Manual,FORD,2015,600000,Third Party,5 Seats,Second Owner,1499,15.85,110.4,Jaipur,10
Diesel,Sedan,120000,Manual,HYUNDAI,2014,600000,Third Party,5 Seats,Second Owner,1582,22.7,126.24,Jaipur,11
Diesel,SUV,116544,Automatic,MERCEDES-BENZ,2019,5890000,Comprehensive,7 Seats,First Owner,2987,11,258,Jaipur,6
Petrol,Hatchback,49580,Manual,HONDA,2010,325000,Comprehensive,5 Seats,First Owner,1198,16,66,Jaipur,15
Diesel,SUV,56031,Manual,MAHINDRA,2017,1195000,Third Party,7 Seats,Second Owner,2179,16,140,Jaipur,8
Diesel,MUV,15285,Automatic,KIA,2022,1790000,Comprehensive,7 Seats,First Owner,1493,18.89352172,114.41,Jaipur,3
Petrol,Hatchback,4437,Manual,TATA,2022,590000,Third Party,5 Seats,First Owner,1199,19.01,84.82,Jaipur,3
Petrol,Hatchback,24590,Manual,MARUTI,2018,410000,Third Party,5 Seats,First Owner,998,20.51,67.04,Jaipur,7
Petrol,Hatchback,20000,Manual,MARUTI,2022,700000,Third Party,5 Seats,First Owner,1197,21.01,81.8,Jaipur,3
Petrol,Hatchback,70456,Manual,HYUNDAI,2013,325000,Comprehensive,5 Seats,First Owner,1197,18.5,82.85,Jaipur,12
Petrol,Sedan,20000,Manual,SKODA,2022,1490000,Third Party,5 Seats,First Owner,999,19.47,113.98,Jaipur,3
Petrol,Hatchback,120000,Manual,HYUNDAI,2013,311000,Third Party,5 Seats,First Owner,1197,18.5,82.85,Jaipur,12
Diesel,Sedan,50889,Manual,HYUNDAI,2016,701000,Third Party,5 Seats,Second Owner,1582,23.9,126.2,Jaipur,9
Petrol,Hatchback,76043,Manual,MARUTI,2012,371000,Comprehensive,5 Seats,First Owner,1197,22.38,88.5,Jaipur,13
Petrol,SUV,10200,Automatic,MERCEDES-BENZ,2019,5400000,Comprehensive,5 Seats,First Owner,1991,11.5,245,Jaipur,6
Petrol,Hatchback,55890,Manual,HYUNDAI,2014,349000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Jaipur,11
Petrol,Hatchback,81984,Manual,HONDA,2016,475000,Third Party,5 Seats,Second Owner,1199,18.7,88.7,Jaipur,9
Petrol,Hatchback,70123,Manual,HONDA,2014,290000,Comprehensive,5 Seats,Second Owner,1198,19.4,86.8,Jaipur,11
Petrol,Hatchback,60000,Manual,RENAULT,2021,445000,Third Party,5 Seats,First Owner,799,22.3,53.26,Jaipur,4
Petrol,Hatchback,100000,Manual,HYUNDAI,2010,180000,Third Party,5 Seats,Fourth Owner,1086,19.81,68.05,Jaipur,15
Petrol,Hatchback,110000,Manual,MARUTI,2010,150000,Third Party,5 Seats,Third Owner,796,19.7,46.3,Jaipur,15
Petrol,Sedan,40000,Manual,MARUTI,2019,690000,Third Party,5 Seats,First Owner,1462,21.56,103.25,Jaipur,6
Diesel,SUV,90000,Manual,TOYOTA,2018,3000000,Third Party,7 Seats,First Owner,2982,14.24,174.5,Jaipur,7
Petrol,Hatchback,50000,Manual,RENAULT,2017,360000,Third Party,5 Seats,First Owner,999,23.01,67,Jaipur,8
Petrol,Sedan,50000,Automatic,MARUTI,2020,750000,Third Party,5 Seats,First Owner,1197,21.21,81.8,Jaipur,5
Diesel,Sedan,56805,Manual,MARUTI,2013,475000,Comprehensive,5 Seats,First Owner,1248,23.4,74,Jaipur,12
Diesel,Hatchback,120000,Manual,VOLKSWAGEN,2016,425000,Third Party,5 Seats,Second Owner,1498,20.14,88,Jaipur,9
Petrol,Sedan,120000,Manual,HONDA,2011,320000,Third Party,5 Seats,Second Owner,1497,17,116.37,Jaipur,14
